content,score,Label
"Di bagian game itu harus banyak yang di perbaiki, udah mau menang eh malah tidak ada internet padahal baik' aja tuh, semuanya udah bagus tpi ya itu game nya susah sekaligus curang internet lancar eh malah tiba' gk ad internet, yang paling ngeselin pas lagi dikit lagi mau menang eh malah putus sambungan padahal mh sinyal nya baik",3,
"Shopee nih ada aja, sekarang jasa kirim gak bisa di pilih sendiri. Jd gak enak pake jasa kirim yg gak amanah. Paket saya hilang, tulisannya sudah sampai padahal tidak saya terima sama sekali... Mending jasa kirim kaya dulu, bisa kita pilih sendiri.",1,Negatif
"Terlalu besar memori utk RAM/ROM nya smp klo buka shopee lemot layar lgsg blank jd hitam atw putih... Nyantol tdk bs digeser ke kanan/kiri & ke atas ke bwh jg.. Tlng diperbaiki lg spy RAM nya tdk kelewat besar smp susah utk blnj, pilih2 brng, buka etalase/gmbr.... Susah jg ksh penilaian dgn video, upload gmbr buat penilaian skrg jg sangat2 susahhh pakai apk shopee ini... smoga ke dpnnya bs spt dulu lagiii.... kapokkk pakaiii apk ini sebenarnya... Tp krn msh bth yaaa terpaksaaa blm di uninstall..",1,Negatif
"Bertahun tahun pake shopee, baru kali ini dibuat kecewa... Terutama sama kurirnya,,, belanja cod,,, kurir yg nyimpen barang dirumah terus nyuruh transfer, eh ternyata dibelakang dibacotin digrup wa nya!!! Katanya cod ko bayar transfer Bener2 membagongkan Tolong lah aktifin lagi jasa kirim lain, biar buyer bisa pilih2 jasa kirim",1,Negatif
"Tmpt belanja online trbaik saat ini menurutku. Tp tolong notifnya diganti dgn suara yg lebih lembut, soalnya bikin kaget apalagi saat sedang kondisi hening. Terimakasih.",5,Positif
"Sering dapet gratis ongkir. Tp knp setiap ada notif dri shopee padahal lg ada di fitur lain malah suka tiba2 kebuka, jd ngeganggu.",3,
"Bintang 2 dulu ya, entar kalo ada perubahan dipenuhi bintangnya,, Dari awal make shopee ni sebenernya gk ada masalah apapun, cuman tolong balikin sistemnya kayak dulu aja, pembeli yang nentuin mau pakek ekspedisi apa, ekspedisi tiap kota nggk selalu sama, ada yg lemot dikota² tertentu, bahkan keterlaluan lemotnya sampe² paket udah dikota tujuan pun nggk gerak² juga, , Balikin aja sistemnya kyk dulu",2,Negatif
"Hallo min mohon maaf aga kecewa sma shope setiap saya beli barang tdk sesuai bnyak penjual penipuan udh lapor cmn mimin tdk blokir akun tersebut sangat kecewa bnget, coin shope pun hilang nth bug atau apa tolong ya min pertingkat kan lagi pada pihak shope terimakasih",1,Negatif
Banyak voucher diskon yang diberikan Shopee bisa kita klaim namun susah untuk dipakai ketika CO karena berebut dengan yang lain dan voucher dibatasi. Untuk sekarang belanja di Shopee susah untuk mendapatkan potongan harga karena voucher yang dibatasi pemakaiannya tidak mudah untuk didapatkan.,2,Negatif
"Aplikasi ga lancar, babyak nge lag nya. Kenapa harus download aplikasi? Emang di web ga bisa gitu? Dikit2 disuruh download aplikasi. Udah di versi paling baru pun sama aja. Kalo masalah internet lancar2 aja, device saya pun aman2 aja. Malahan buka game berat masih lancar jaya",1,Negatif
"Sangat2 membantu syekaliiii shope ini ,karna aku tim yg mager wkwkkw kalo udah dirumah mau nyari sesuatu keluar lupa jadi males mau kluar lagi ,jalan satu2 nya chekout shope dong hahaa , Lopeee sekeeeebon pokoknya sama shopeeeee ❤️❤️❤️❤️❤️",5,Positif
"Shopee murah bangetttt tapi pengiriman nya untuk Kalimantan Timur pake spx belum bagus min, paket saya banyak tidak diantar,dan dikembalikan ketoko.bener sudah di klaim voucher tapi tetap aja sudah nunggu lama,kembali ke jasa jnt min, biar cepat,apalagi saya suka belanja min,balikin ke jnt min,spx payah.",5,Positif
"Kurang bagus ,dan iklan nya cukup banyak serta kita kalo ngerotasiin layarnya langsung keliatan setengah doang layarnya,jadi kita harus terus tegak hp nya jadi bikin maher,males, capek ,iklannya tolong dikurabgin dan perbaikin apa yg ku bilang klo udah bgus ku tambahin bintangnya",1,Negatif
"Downgrade dlm segala hal terutama layanan, di saat layanan di shopee mulai berbayar tp pelayanan ke konsumen makin jelek, knapa layanan shopee saya bilang berbayar dr top up dan buat pesanan kita konsumen sudah bayar 4k, top up, biaya layanan dan biaya penanganan, 4k terlihat kecil memang tp itu jg uang yg konsumen bayar agar dpt layanan yg lebih baik bukan tambah jelek bahkan chat dng CS unt keluhan pesanan aja 1 jam gk terhubung alasan dlm layanan pelanggan lain,. Siap2 aja byk yg pindah",1,Negatif
"Dear shopee. Awal saya pakai shopee sangat menarik. Bisa pilih ekspedisi mana untuk pengantaran paket. Dan banyak promo gratis ongkir. Setahun ini saya kecewa dengan shopee karna voucher gratis ongkirnya sedikit. Dan yg paling saya tidak suka adalah pengiriman melalui SPX. Namanya express tapi leletnya nauzubillah. Bahkan 3 hari lewat dri tggal estimasi. Terkadang sudah ""menuju alamat"" tp gak datang sampai besoknya.",1,Negatif
Saran dan masukan untuk shopee untuk penjual kalau dia jual barang harusnya dia menjaminkan deposit sesuai dengan seharga barang dia jual Jadi kalau dia nggak mengirim barang itu berarti deposit dia akan hilang jadi shopee tahu bawa barang itu ada ini kayaknya shopee nggak tahu nih penjual barangnya ada apa nggak nih jadi bisa merugikan pembeli rugi waktu dan rugi dana Aturannya sudah terputar berapa kali mohon diperbaiki dong biar pembeli nyaman berbelanja di shopee👍👍,5,Positif
"Aplikasi yang mudah verifikasi dan pemakaiannya, bisa menambah cuan dari rumah, isi surveynya mudah dipahami, rewardnya wah banget. Ga nyesel download dan main aplikasi ini😊",5,Positif
Pengiriman Sangat Buruk SPX Jendil.... Pengiriman lelet lemot lambat barang sudah di tunggu2 ga dateng juga.. Extimasi udah kelewat jauh blm nyampe juga .. Malessssss jadinya,1,Negatif
Sekarang pesan barang di shopee makin lama sampainya saya tinggal di daerah Rangkas Bitung masih sama2 banten belanja di toko yang lokasinya di Tangerang jasa kirim nya harus muter dulu ke jakarta udah gitu transit nya lama,1,Negatif
"Sy selalu belanja di shopee, pertama menghemat waktu, kedua belanja di shopee bisa jauh lbh murah dan barang berkualitas barang sesuai dgn di etalase dan di kirim sesuai pesanan, cs nya ramah 2 melayani dgn penuh kesabaran, dan jasa kurir nya jg ramah2 dan sopan 2. Kiriman sesuai jadwal tidak pernah telat. Terimakasih ya shopee .",5,Positif
kenapa sekarang ga bisa pilih jasa kirim. bisa tapi harus bayar ongkir tidak free.. padahal jasa kirim rekomendasi shopee alias SPX lelet banget kalau ngirim. jadi males belanja di shopee,2,Negatif
"Sangat amanah dan ngga pernah bohong, barang yg di pesan selalu sesuai dengan gambar yg ada di Shopee, pokoknya aplikasi Shopee ini bagus bgt dan menurut saya aplikasi ini sangat rekomen bgt deh guyss",5,Positif
"SPX ga jelas, di status sedang di kirim ke alamat penerima tapi nyampenya 2 hari, klo 1x sih masih maklum ini 3x selalu begitu, mending konsisten kaya dulu fokus sma shope ajh ga usah buka jasa expedisi, giliran ga bayar cod banyak yg viral giliran udah byar pengiriman lambat,",1,Negatif
"Kurir spxnya parah sekali, labih baik pake kurir jnt Bisakah pakai kurir jnt lagi, soalnya saya mau pesan barang jadi ragu kalo yang antar pakai kurir spx, untuk wilayah jambi khususnya di mestong kurir spxnya jelek sekali pelayanannya, barang saya gk ada yang sampai..bahkan saya ambil sendiri digudangnya gk bisa.. parah sekali spx",4,Positif
"Gw coba pake shopee pngirmannya lama anjir, pesen tgl 28, sampai skrang tgl 9 msih blum nyampe. Pdahal estimasinya tgl 8. LAZADA aja ngk segitunya mskipun jraknya jauh. LAZADA paling lambat 1 mnggu. Lah ini shoope mau stengah bulan blum nyampe juga. Pake sistem pembayaran yg sama pke ongkos kirim yg sama. Tapi kalau soal pngiriman LAZADA emang trbaik. Nyesel cok coba pke shopee bgst.",1,Negatif
"Enak juga berbelanja di sini, namun Setelah Update Shopee sejak Agustus ini, Kenapa Untuk jasa kirim sudah tidak bisa memilih seperti dulu, sebagai pembeli seharusnya berhak untuk memilih sendiri Jasa kirim yg cocok relevan, namun sekarang dgn rekomendasi shopee seolah gratis ongkir sdh otomatis dipilih oleh shopee, rata² jasa kirim itu adalah SPX Express yg nol ongkir, utk jasa kirim lain seperti J&T, JNE dll itu dikenakan biaya ongkir yg dibebankan kepada pembeli, mohon diperhatikan ya shopee",5,Positif
"Saya sangat dn benar2 keceea dgn pelayanan shopee. Udah brp x aq trpaksa cancel pesananku gra2 saat d co. Sllu otomatis ke xpdc yg tk di inginkan. Kami daerah jauh. Jd tdk smua kurir bs antar. G pernah ada yg bs antar kmsmpai rumah. Ckuali pos, antar reja, dn ninja. Knpa sih hrus otomatis di phak shopee yg nentukan. Kami sbgai konsmen g bisa mlilih ssuai dgn kondisi medan kami. Rugi dong udh pesan grtis ongkir tp ujung2nya ambil d agen gra2 otomatis yg tidak jelas ini. Saya sngat kcewa.",1,Negatif
"Ini kenapa ya sekarang di shopee harga aneh, kita klik salah satu produk harga 73.000,lalu pas mau masuk keranjang jadi 122.000,pas di check out jadi 144.000 dan semua produk di shopee sudah saya cek semua sama kayak begitu, itu sistem nya kalian memang seperti itu ya? Hampir tiap hari saya belanja, tp sekarang jadi mikir mikir lagi",1,Negatif
Tolong jasa kirim SPX xpres nya di perbaiki lagi. Sering telat dan bahkan tdk di antar ke alamat 7an. Bahkan pernah kembali barang pesanan ke penjualnya. Krn tdk di antar2...,5,Positif
"Untuk Proses pengembalian / Refund Barang atau Dana kalau bisa pilihannya beragam, terutama pengembalian Dana yang Item dikirim kurang, kalau bisa pengembalian Dana Otomatis bila Buyer telah menyertakan bukti yang kuat, atau sudah ada bukti Chat anatara Saller dan Buyer. Terimakasih",5,Positif
"Shopee tolong dong, ini kenapa saat sy check out tidak bisa? Muncul tulisan ""terdapat aktifitas mencurigakan di akun anda"". Aktifitas mencurigakan apa sih? Padahal kemarin baru saja sy check out belanjaan yg satunya. Ini mau pakai 9.9 tidak bisa. Tolong dong. Untuk sementara sy kasih bintang 1 sampai akun sy bisa dicheck out kembali.",1,Negatif
"Kita order barang sampai di transit terakhir kita tidak ada dihubungi, buat apa kita order barang jika tidak Sampai ke alamat yg tertera di aplikasi!? Tolong diperhatikan jasa expedisi nya...",1,Negatif
Selama belanja di shopee blom ada kendala smpe saat ini.. beda dengan sebelah... Duit udah dibayar tapi barang di return... Dengan alasan orng g ada drmh.. padahal mah dia yang ga kirim,5,Positif
"Makin lama makin jelek, jasa kirim ga bisa pilih, harusnya minimal 1 toko menyediakan 3 jjasa kirim biar pembeli bisa pilih. Sering kendala di jasa kirim paket ga update sampe 2 hari diluar tanggal kembar, kan ngeselin. Harusnya sediakan juga fitur untuk rating jasa kirim, jgn cuma kurir, karna yg ngeselin itu jasa kirimnya bukan kurirnya. Kalau jasa kirim ratingnya jelek toko hrs ganti pilihan jasa kirimnya biar pembeli jg enak. Biaya penanganan makin banyak tp malah tambah jelek aja.",2,Negatif
"Kaya nya shopee udh gk pake ekspedisi JNT lgi.. udh check out beberapa kali di toko berbeda ternyata cuma bisa pake shopee express.. disini Kalimantan timur balikpapan shopee express sangat lama dan gk sesuai tgl yg di estimasikan.. standar express serasa ambil yg hemat express.. tiba"" estimasi bertambah sendiri di aplikasi klo sdh lewat dari perkiraan nya.. knp yaa shopee? Saya sdh sangat terbantu karna JNT disini selalu sesuai estimasi dan gk pernah telat dari estimasi yg disesuaikan",4,Positif
"Aplikasi lemot..pengiriman lambat tidak sesui estimasi, banyak promo, diskon harga barang tp onkir nya bertambah, ada yg gratis ongkir harga barangnya sdikit lebih mahal..jd klo ada promo sama aja bohong",1,Negatif
"Aplikasi yang bagus, tapi saran dong untuk metode pembayaran, kalau bisa ditambahkan dengan cara menggunakan apk dana, karna bisa membantu bagi yang tidak punya kartu bank,",5,Positif
"Tidak bisa mencari barang, malah ada tulisan ""tidak ada koneksi internet"". Teman saya suruh buka shopee kemudian nyari barang di pencarian jg ngalami hal yang sama padahal pake provider kuotanya beda, kuota masih banyak + udh coba bersihin sampah di hp",1,Negatif
"Tolong lacak barangnya diperbaiki. Saya pesan barang dari 2 toko yg berbeda. Trus pelacak barangnya cuma ngikutin barang pertama yg saya pesan, jadinya saya tdk tau skrg barang pesanan lainnya udah dimana",2,Negatif
"Tambah lama ko parah nih lemotnya Jgn suruh update dan hapus cache Emank apk nya lemot Gak di hpku aja,temen2ku jg banyak yg mengeluh Tolong di tingkatkan aja performanya dulu Jgn sering2 update tp performa turun drastis ini",1,Negatif
"Bintangnya ditambahin 1 dulu, karena masalahnya belum kelar. Untuk filter dan sortirnya kenapa nggak jalan ya? Apakah filter itu nggak berlaku untuk seller yg ngasih ""upeti"" paling besar? Seperti k**s*ng 😬",3,
aplikasinya bagus banget dan harga barang barangnya juga murah banget tapi klo aku main di game shopee koin yg didapat akan hilang setelah aplikasinya ditutup jadi tolong yah,5,Positif
Teruntuk shopee bisa g sih dikasih pembayarannya lewat dana gitu..knpa teransfer lewat dana g ada coba ada kan lebih mudah untuk transfer.. biasanya sih lewat dana atau gopay itu ada knpa sekarang g ada...,4,Positif
"Coba2 ikut flash sale pas tanggal cantik, gagal terus, produk habis bahkan belum mulai flash sale ny, aku penasaran emang beneran ada yg dapat hp hrga Rp99 pas flash sale???? Tp senang skrang subsidi ongkos kirim nya tambah banyak...",5,Positif
"Udah di update seneng seneng karena 9.9 kan katanya pada murah diskonnya besar tapi tau nya masih ada yang tetep mahal, plus kenapa sih rata rata harus pake spay later, gw kan belum punya KTP gak bisa pake spay later mana sayang banget lagi padahal beberapa barang yang murah pengen banget dibeli sekarang.",3,
Tolong jikalau FlashSale pada aplikasi dipastikan semua barang bisa dengan mudah ter cekout . Tanpa ada halangan atau teridentifikasi kecurangan ketika war flashsale. Pihak yang bekerja sama ketika FlashSale pada aplikasi harus lebih memastikan kembali pengguna mana yang benar-benar murni war flashsale,1,Negatif
Kalo ngasih promo sekiranya yang bener lah.. udh bertahun tahun Lo.. saya bener bener nunggu waktu yg pas banget . Giliran di klik malah nge re fresh sendiri halaman nya.. gila kalo ga niat ngasih ga usah ada promo promoan lah,1,Negatif
"Bukti kalo flash sale itu hanya trik. Kita simpan screenshot nya kalo pihak shopee perlu bukti. Udah jelas dan tepat, tinggal buat pesanan malah ada aja keterangan yang di keluarkan. Dari pukul 00.00 sampai pukul 01.20 selalu seperti itu.",1,Negatif
Pengirim nya lambat dan tidak memuaskan pelanggan aku pernah pesan baju sampe sekarang ga datang datang baju nya malah di blok sama kurir nya dan jelas alamat nya sudah tertera tapi ga datang,1,Negatif
Kecewa banget shopee 9.9 aku cepet cepet an buat gunain vocer nya padahal udah pertama banget jaringan normal lancar tapi malam vocer tidak bisa di gunakan padahal waktu nya masih banyak pokok nya kecewa banget saya sama shopee Tolong lah saya kecewa banget,1,Negatif
"Ni shopee Indonesia tolong ya update terbaru masih aja banyak bug, voucher terasa gimmick, padahal udah memenuhi s&k. Mending optimalisasi aja dulu basic feature, tuh pesaing lu lokal biasa aja ga banyak gimmick & promosi voucher, tapi better dari banyak hal apalagi kenyamanan berbelanja, sekalinya ada voucher belanja terasa banget real potongan, emang menjunjung pengalaman belanja",1,Negatif
"Aplikasi tidak jelas, voucher tidak bisa digunakan padahal jumlah pesanan dan harga sudah sesuai, saat diklik pembayaran tifak bisa dengan notif ""tidak bisa menggunakan voucher""",3,
"Mau secepat dan seawal apapun gk pernah menang voucher atau flash sale event macem 9.9, gak tau itu beneran bisa dapet apa ga, atau kebanyakan bot tapi dibiarin sama shopee. Sia sia nunggu ampe pagi",2,Negatif
"Saya mohon kepada pihak shopee, agar pesan barang via COD, ditiadakan aja kak, sudah banyak di media sosial tragedi/berita2, yang menyebabkan pertikaian antara pembeli & kurir, kasihan kurirnya kak, dia cuma antar paket doang, dimarah2 i sama pembeli, dengan alesan, paket ngga sesuai lahh, atau apalah, dan juga karena, kurang pengetahuannya para pembeli dengan sistem beli COD,. saya mohon sekali lagi, agar ditiadakan aja, terima kasih.",4,Positif
Orang belanja sudah pakai shopeepay masa gk bisa CO. Tambah biaya layanan tambah lagi biaya aplikasi hadeh banyak banget biaya tambahan nya harga dan pas mau CO itu terlalu banyak tambah tambahan biaya. Padahal ma dari pembeli banyak biaya tambahan nanti pihak penjual potongan nya terlalu besar. Hadeh sopee,1,Negatif
Bela2in bangun jam 00 begadang tapi yg bisa pakai vc diskon cuma yg bisa transfer yg cod gk bisa plih kasih banget sih pdhl sama2 bayar pakai uang emosi pakai vc gk bisa2 krna cod vc gk bisa dipakai gk jls!!percuma bngt gadain even hnya u/spayletter yg tranfer2 yg cod gk bsa gunain vc 3 tahun pakai shopee mnding pindah di tiktok!!! Jrang2 q tega kasih bintang 1 biasanya mskipun kecewa ttp kasih bintang 5 ini kebangetan!!!,1,Negatif
"Yang udah dapat iPhone dari shopee coba komen. Itu cuma trik marketing supaya kalian sering belanja di shopee, sok² an mau ngasih hadiah flash sale iPhone, padahal dari pihaknya sendiri yang dapat hahay🤬. Lebih baik gua pindah ke Tokopedia",1,Negatif
"Baru aja dipakai buat war udah lemot parah padahal jaringan oke,vocher cuma telat 1 menit nggak bisa gara2 dari apk ini sendiri yang lag parah,padahal udah dapat harga bagus tinggal di co gabisa,masih banyak padahal hadehhhhhhhh",1,Negatif
"Gausah adain harbolnas kalo sistem ga mumpuni, apalagi pas 9.9 ini masa keranjang gue tiba2 blank dan jaringan tidak stabil. Poor apps",1,Negatif
"Kecewa banget sama ekspedisi spx, dimana estimasi kirim ga sesuai yang seharusnya 3-5 hari malah sampai semingguan. Herannya udah sampai lokasi transit terakhir tapi bukannya dikirim ke alamat malah di bawa sampai ke Makassar dan balik lagi ke DC yg seharusnya dengan waktu yg lumayan krna melalui jalur laut. Niat mau cepet malah jdi lambat haduhh",1,Negatif
Kenapa malam ini terjadi error pada saat mau masuk ke aplikasi shopee.. force close ga karuan.. bikin ganggu padahal mau CO di Shoppe 9.9 ...bkin kecewa. Payahhhh,1,Negatif
"Fitur pencarian nya ngaco masa nyari apa munculnya apa.fitur seleksi dari harga terendah dan tertingginya juga sama,harganya tetap tidak beraturan",5,Positif
"Rata rata kurir shopee bermasalah barang tiba tiba dikembalikan ke penjual lagi, padahal itu salah si kurir. Jadinya COD ku dibatasi kesel kan. Kembalikan akunku bisa cod lagi woii kebijakan aneh, kesalahan kurir malah pembeli akunnya yang terkena dampak.",3,
"akun Saya jadi nya gak bisa cod lagi padahal orderan saya belum di terima sudah di kembalikan oleh pihak jasa kirim , di buat penerima tidak bisa di hubungi atau penerima tidak mau menerima paket padahal paket nya aja belum di terima, kurir nya di telpon malah GK diangkat apalagi jasa kirim pakai SPX",2,Negatif
Slogan aja garansi sampai tapi bisa dirubah rubah tanggal estimasi sampai. Kalo mau bikin program yg bener dikit. Masalah kalian itu di jasa kirim. Kasih penalti gede aja udah. Masih bagus jasa kirim zalora.,1,Negatif
"Tolong dong min ini saya bru download lgi sblmnya saya sdh pernah berbelanja di sini, memang sngat terjamin dan saya suka tapi saya download lgi kok gak bisa msuk/nge-buk nyetak di aplikasi nya gk bisa masuk tolong dong min ini kenapa pdahal mau belanja tpi mlh apk nya gak bisa di buka",5,Positif
"Apk ini sekarang kok gini ya?,dikit dikit bug lag,koneksi bagus di pake yt lancar 1080p buat buka barang aja,koneksi terputus,kalau mau di pake checkout juga selalu koneksi terputus,udah hapus cache sampai hapus data juga tetep sama. Apk mu keberatan kyknya,kebanyakan fitur GK jelas",1,Negatif
Kak. Tolong di usahakan untuk area Kalimantan sediakan pengiriman lewat J&T XPRESS kak. Soalnya di area kami spx jauh setangan hari perjalanan dari desa. Minta tolong di usahakan bisa lewat J&T XPRESS. Soalnya di desa kami kurang lengkap barang barang,1,Negatif
"enakkan shopee yang dulu dari pada yg sekarang..semakin ribet.verifikasi berkali kali tidak bisa.pakai wifi, data internet sendiri tetep tidak bisa..sekali bisa gambar yang di geser di buat melengkung..lebih anehnya lagi chat minta bantuan pihak shopee..sudah klik chat dengan admin shopee malah jawab apa yang ada chat choky tidak faham..mau order barang saja dibuat susah dan ribet.verifikasi juga tidak bisa bisa.muter terus tidak keluar gambar.padahal langganan shopee berthn thn..",1,Negatif
"Terus tingkatkan kwalitas barangnya juga pelayanan respon juga pelayanan pengiriman barangnya,berikan keamanan barang yang terus dijaga agar konsumen tidak merasa kecewa dikarenakan pesanannya reject.maaf blm bisa kasih bintang 5, slow semua harus ikuti tahapan.terima kasih shopee",3,
"Gk profesional. Saya nunggu barang dri siang karena lihat track nya kurir lagi dalam perjalanan, dah dekat. Eh tau2 sampe magrib saya tunggu gak datang juga, saya cek track nya lagi katay gagal kirim, saya di kabarin gak sama kurir nya. Saya yg jadi korban cod saya yg di non aktifkan. Parah shope semakin kesini semakin parah, akhiry saya berlalih ke Lazada donk lebih baik dri shoppe ternyata.",1,Negatif
"Semakin gak jelas, Pesanan sering hilang Pesanan belum sampai malah di kembalikan ke penjual, barang sampai malah kurang CS shoppe jg respon lama, chat sma CS macam chat sma BOT Ganti jasa pengiriman juga ribet, makin update makin buruk ini aplikasi",1,Negatif
"baru memahami belanja online,semoga pelayanan nya memuaskan dan 1 hal lagi.jangan pernah menipu pembeli dengan harga murah,pas mau tekan (beli) harga ny jadi mahal.",5,Positif
"Pengiriman lama menggunakan spx express sampe barang di return. Mau ganti ekspedisi, tapi ga menyediakan ekspedisi yg lain. Kalau begini trus, akan banyak orang yg tidak puas dan lebih memilih aplikasi lain",3,
"Sebenar nya saya sangat suka dengan shopee namun ada beberapa hal yg perlu di perhatikan. Seperti yg saya alami sekarang,COD saya di non aktifkan di sebab kan kurirnya ngga mau mengantarkan paket saya ke alamat saya sebanyak 3 kali dan itu menyebabkan COD saya di non aktif kan. Seharusnya pihak shopee jangan asal non aktif kan COD saya tapi cari tau dulu kenapa seperti saya jadi sampai gagal menerima paket sebanyak 3 kali",5,Positif
"Fitur pemilihan kurirnya di hapus jadi enggak bisa milih kurir yang di inginkan,jadi setiap belanja masuk kurir spx terus,mana enggak pernah di antar,barang sering di retur",1,Negatif
"Toko Yg Bagus² pertahankan dan yg msh kurang Bagus untk toko yg menjual barang nya tidak sesuai dngn Gambar yg di tampilkan, untk di tegur ( kasih peringatan ) dan klo sampai berkali² msh suka menipu, lebih bagus di keluarin toko tersebut, tks..",5,Positif
"Sangat kecewa dgn Shopee sekarang, seakan memonopoli expedisi..Rekomendasi dari shopee hanya tertuju pada expedisi SPX saja, saran saya gunakan expedisi lain supaya paket tidak terlalu lama sampai ketempat tujuan.. (SPX JELEK) Pengiriman lambat",1,Negatif
"AQ suka belanja di shoppe ni..tapi akhir2 ni gratis ongkir di akun sya tidak ada lgi..jdi belanja sya kurang semangat,belom juga diskonnya,,gratis ongkirnya dong kembalikan,thankyou",5,Positif
"Busuk layanan nya parah, untuk layanan SPX nya, paket spx standard bisa"" nunggu sampe berhari"" di kantor, bagus expedisi J&T, sayang rata rata sekarang kebanyakan bli barang expedisi nya SPX,apa apaan ku kasih bintang 1 pokonya",1,Negatif
Aplikasinya memang bagus dari dulu belanja online disini Tapi sangat disayangkan Pengirimannya Sangat lama sekali Sampai' lebih dari 1 minggu dri estiminasi diterimanya ..karena pengirimannya yg lambat dan berlika liku ..jadi Sangat membosankan dan disayangkan sekali padahal udah bagus banget kenapa baru sekarng begini,3,
"sebenarnya sudah bagus yah tpi kenapa baru daftar langsung error, mksutnya halaman tidk tersedia , pdhl kan saya mau beli sesuatu tpi terhalang oleh ke eroran atau halaman tidak tersedia itu itu, pliss banget kenapa harus ada halaman tidak tersedia Apa fungsi halaman tidak tersedia itu?",4,Positif
"Tolong shope kalau jadi pihak ke 3 antara penjual dan pembeli harus amanah smpai barang di pelanggan bukan barang benjaan hilang dan semudahnya di ganti vocer, bukan vocer di tuntut tetapi kerjaan yang bagus dan tangung jawab, masa bertahun tahun seperti ini terus tidak ada perubahan.... laporan berulang ulang tetapi tetapi sikap kerjaan tidak dirubah rubah...",1,Negatif
"Kebijakan mengharuskan spx sangat tidak nyaman, pengiriman di luar jawa sangat lama bahkan bisa 30 hari. gudang spx yang sering bermasalah itu di jakarta dc, tolong kirim pesanan saya dengan cepat. Itu saya pake jasa spx reguler bukan spx hemat. Aneh aja jasa kirim spx reguler seperti spx hemat. Selama kebijakan itu tidak dirubah saya ga bakal belanja lagi. Ini saya lagi nunggu 5 pesanan saya lagi tak kunjung juga datang.",3,
"Berbelanja di shopee nyaman di hati dan dikantong, banyak pilihan harga dari termurah, barang yang dibeli tergaransi. Apalagi ongkos kirim sudah sangat murah.",5,Positif
"sangat memuas-kan, lebih betah dan selalu happy di aplikasi belanja ini... sayang sekali poin Shopee tidak bisa untuk dibelanjakan seharga barang yg dibutuh-kan... contoh : poin 100 tidak bisa untuk belanja barang harga 100, poin hanya bisa digunakan beberapa saja dibawahnya semoga kedepan-nya Shopee semakin oke dan semakin dicintai pelanggan-nya....💞💞💞 masih tetap disini....",5,Positif
"halo kak, kenapa akhir"" ini pengiriman selalu telat, sebenarnya saya tidak terlalu membutuhkan garansi tepat waktu nya, saya hanya butuh on time nya, soalnya telat bisa sampai 1-2 hari",5,Positif
"aqu turunin bintang nya. karna stiap buka apl. pasmau pesen suka kluar mulu dri apl. setiap buka apl mau pesen brang. sering kluar"" sendiri . sudah di updat masih aja gtu. cobadi kluarin dri akun juga sama masih aj kluar"" sendiri ga tau knp🤦‍♀️🤦‍♀️🤦‍♂️🤦‍♂️",2,Negatif
"Shoppe sekarang tidak bisa memilih kurir, padahal saya sering memakai jasa J&T agar pengirimannya cepat. Sekarang kurirnya otomatis spx standar dan pengirimannya lama banget bertele2. Tolong dong perbaiki lagi biar bisa pilih kurir lagi! Baru kali ini pakai shoppe tapi kecewa jadi males beli barang di shoppe kalo pengirimannya lelet",1,Negatif
Mohon kepada pihak shopee untuk jasa ekpedisinya lebih di perhatikan lagi . Karena dengan tidak akuratnya truking dan lambatnya kecepatan ekpedisi dari shopee akan sangat mengecewakan para pengguna shopee. Terima kasih,1,Negatif
"sejauh ini oke.. cuma untuk pengiriman spx pernah pengalaman di tlp pihak spx suruh aktifin payletter baru bisa kirim, alasan data blur jika tidak aktifin payletter. nadanya maksa banget sy biarin aja klo jawab klo paket gak dikirim tinggal beli lagi harga gk seberapa. taunya sore nya paket langsung sampai",5,Positif
Skrng klo belanja via shopee jadi males. Ekspedisi gratis ongkir di ambil alih sama spx express yang mana luamaaaa bangettt pengirimannya sampai melebihi estimasi. Udah gitu 'estimasi sampai' nya juga berubah2. Pengirman dari bandung ke kab. Bandung aja udh 3 hari blm sampe2 👎,1,Negatif
"Fersi terbaru ini kecewa banget, tidak bisa memilih kurir, otomatis pihak shopee yg tentukan kurir/jasa kirim, lebih enak yang fersi lama.",2,Negatif
"Sopee bagus Krn bisa cari barang yg tidak ada di toko terdekat kita,,hanya masukan dri saya,untuk ongkir nya terkadang LBH mahal dari yh kami beli zerkdg sampai 2x lipat..klw bisa LBH murah parkir nya atau free ongkir.",5,Positif
"Sama hal nya kaya LAZ yg ud gw tinggalkan. Dan Shopee adalah yg selanjutnya. Krn ud mulai bnyak penipu dan penjual yg tidak amanah didalamnya. Dan yg lebih parah lg tiap transaksi pasti ada aja drama salah kirim, isi gak lengkap, giliran refund ribet malah gagal 👎☹👎. Alhamdulillah ada toko sebelah yg lebih nyaman",1,Negatif
"Makin ribet aplikasinya. Gabisa pilih jasa kirim expedisi lagi. Jadi otomatis dari Shopee nya,terus dapet ekspedisi yg lemot bngt lagi barang gak smpe smpe. Dulu enak banget gak ribet terus juga bisa kita pilih jasa kirim sesuai yg kita mau jadi gak dapet jasa kirim yg zonk.",2,Negatif
